X,Y,code,abbr,name,state_name
79.45578657343863,29.312632622991465,66,NA,Nainital,Uttarakhand
75.825542526506808,29.203303610558123,80,HI,Hisar,Haryana
80.068769605548113,29.280170883130896,65,CP,Champawat,Uttarakhand
95.881189086439136,28.873675333132788,257,UD,Dibang Valley,Arunachal Pradesh
79.481969112176387,29.035521988991295,67,US,Udham Singh Nagar,Uttarakhand
94.899900753804161,28.830570381662163,252,US,Upper Siang,Arunachal Pradesh
77.307989774806401,29.056827241202754,139,BG,Baghpat,Uttar Pradesh
76.880038745264272,29.042735784132624,76,SNP,Sonipat,Haryana
78.712773448755783,28.7614659226942,135,MO,Moradabad,Uttar Pradesh
77.782883016918817,29.036591987078612,138,ME,Meerut,Uttar Pradesh
79.11677632836475,28.80894798158117,136,RA,Rampur,Uttar Pradesh
76.534614499304553,28.896795273173581,82,RO,Rohtak,Haryana
78.329929144305339,28.810171056535289,137,JP,Jyotiba Phule Nagar,Uttar Pradesh
75.978076684933981,28.704680511546403,81,BH,Bhiwani,Haryana
73.080812623461327,28.185137002035511,101,BI,Bikaner,Rajasthan
94.506981151484197,28.320694244303546,250,WS,West Siang,Arunachal Pradesh
74.576046377563372,28.296539496126542,102,CR,Churu,Rajasthan
77.702877255743061,28.74166854835045,140,GZ,Ghaziabad,Uttar Pradesh
79.431011927621029,28.457269105229244,150,BR,Bareilly,Uttar Pradesh
79.975170985471635,28.541433965277321,151,PI,Pilibhit,Uttar Pradesh
77.086663765823275,28.771193483493668,90,NW,North West,Delhi
76.656395395976716,28.597431969624953,83,JH,Jhajjar,Haryana
77.213517330707205,28.716367148080387,91,NO,North,Delhi
77.278481118043601,28.705822228126479,92,NE,North East,Delhi
78.015854624966863,28.361544540478423,142,BU,Bulandshahar,Uttar Pradesh
77.062639739626249,28.657790143421323,96,WD,West,Delhi
80.670228505373885,28.118996907385284,153,LK,Kheri,Uttar Pradesh
93.932375898008374,28.273098564664611,249,UB,Upper Subansiri,Arunachal Pradesh
77.026223455162693,28.571390161023508,97,SW,South West,Delhi
77.298674593940419,28.630092734188878,93,ED,East,Delhi
77.229821518682272,28.643623386376223,95,CD,Central,Delhi
77.557556048509284,28.392237162804921,141,GB,Gautam Buddha Nagar,Uttar Pradesh
77.211764732095716,28.609299897283353,94,ND,New Delhi,Delhi
77.228858431551402,28.501917603440788,98,SD,South,Delhi
95.146540435438709,28.123536858494816,251,ES,East Siang,Arunachal Pradesh
95.822013615353342,28.26492091429126,258,DV,Lower Dibang Valley,Arunachal Pradesh
76.952502949799381,28.367666143189819,86,GU,Gurgaon,Haryana
75.550252867220891,28.092498328937221,103,JJ,Jhunjhunun,Rajasthan
77.345847803813911,28.351843319180453,88,FR,Faridabad,Haryana
78.942566504416277,28.112745292965727,149,BD,Budaun,Uttar Pradesh
